LeagueIndex,UniqueUnitsMade,UniqueHotkeys,Age,HoursPerWeek,TotalHours,APM,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,ComplexUnitsMade,ComplexAbilitiesUsed,SelectByHotkeys,AssignToHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs
0,6,4,23,2,200,83.748,35.8812,82.8026,5.3059,27,3.6865206,0,0,3.73569651,0.63900009,0,1.67123223,14.94279135
1,8,10,18,20,800,229.8018,28.4145,54.832,6.0749,22,3.9551004,1.50670188,3.0604716,120.9129586,4.61427849,3.53133585,3.15466038,18.22169511
0,6,4,20,20,500,123.9924,33.6148,46.0369,3.9705,20,3.3073866,0,0,25.70330457,2.36243493,1.89E-01,0,25.60880781
0,9,4,22,12,300,90.183,35.6545,76.5611,5.1403,19,4.3283403,0.64924839,2.7412875,9.52233273,2.01988683,3.61E-01,2.74127688,15.94269621
0,7,4,19,20,550,159.2346,44.7075,61.44,4.0682,25,4.7051379,5.06E-01,0.8600607,71.23441995,1.77074163,3.54E-01,1.36600281,21.50186796
1,11,9,17,8,600,144.969,36.8637,50.5439,4.6757,31,11.01294,1.53547677,0.47653002,27.42680844,3.7063269,0.90010872,2.80621818,25.30890963
1,3,6,21,20,1000,106.4364,32.75,75.4568,5.6173,11,2.8689399,0,0,13.93485777,1.63939347,0,4.10E-01,16.59887415
0,11,5,16,20,500,55.8648,48.5769,71.2919,4.0574,18,2.0875734,2.61E-01,0.26094402,0.65236536,3.26E-01,1.30E-01,1.82662407,13.63445514
1,4,2,25,8,600,109.023,51.1453,53.7872,4.2936,25,3.257685,0,1.0287594,19.03164534,1.2859227,0,0.60009903,20.14610814
1,11,5,21,12,700,178.8606,23.2393,41.8838,6.2813,26,5.993397,0.53273106,2.9300049,44.8160283,4.46162661,2.19751695,3.5293446,21.77539668
1,3,1,23,24,1460,141.6744,26.1373,50.3415,5.0293,16,4.559166,0,0,30.24627507,2.77998678,0,2.55758805,22.79590434
0,7,4,20,50,600,109.3722,55.1977,56.3042,6.3746,29,11.227995,2.52159156,1.903104,5.51895912,1.61762778,3.33E-01,5.18592123,16.88992056
1,9,6,19,56,500,129.9048,38.7879,51.7823,4.3528,25,4.4341686,1.52027955,1.2246453,42.31446075,3.46285809,1.18244142,1.18244142,20.94608088
0,8,7,24,16,100,79.9734,67.5686,88.3518,6.4267,30,5.441157,0,0,6.59262519,1.54886859,3.97E-02,0.75457755,12.19238127
1,6,4,21,16,1100,93.4458,36.6755,58.0198,3.868,23,4.2124761,4.28E-01,0.49978251,9.06752592,0.85677381,7.14E-02,3.57E-01,21.63354534
1,4,1,20,56,1050,144.381,57.7405,58.9697,4.697,21,5.2438374,0,0.6722991,61.31266902,2.42023959,0,2.69E-01,17.74840419
1,5,1,17,24,800,133.29,35.7609,59.5676,6.4324,21,13.193226,0,0,10.29457134,1.39926465,0,0.89952462,18.49024836
0,3,6,21,30,400,161.3964,66.2769,68.2424,9.5455,14,3.1201029,0,0,33.69711663,2.28807369,0,0,13.72845276
1,8,8,20,10,350,118.7484,27.3806,60.9389,5.0354,23,5.662584,0,0,23.58423756,0.99564093,3.11E-01,0.62227359,19.35276228
0,6,4,17,70,1000,87.9894,31.9606,66.6471,5.1422,16,5.561694,0,0,8.11742886,1.05226146,7.52E-02,2.63064834,15.33291705
1,4,4,16,28,700,229.2942,26.9023,33.9815,4.2222,22,5.321682,0,0.14004594,95.23156311,4.06134819,2.3807916,0.84028095,30.25002924
0,6,2,22,24,700,84.9726,77.2414,68.0858,4.0129,21,7.861455,0,0,5.13415404,4.01E-01,1.60E-01,4.81E-01,18.69153453
0,6,0,23,6,600,54.366,63.8902,90.5156,4.625,23,3.5973126,0,1.0473444,3.46070754,0.77410773,0,1.82E-01,11.65711734
1,6,6,20,4,400,113.613,21.2578,55.0056,5.6695,29,4.4566299,0,3.0409839,12.63586716,3.82746393,1.57E-01,0.83889504,18.56056869
0,8,0,21,12,400,162.0864,30.5304,54.5234,6.2452,30,9.707211,0,0.17648847,26.9441613,1.52958267,2.41203033,3.23565381,21.35530665
0,6,5,22,10,80,51.1098,80.1993,93.5912,3.5746,35,1.8154359,0,0,5.47023987,5.02E-01,7.17E-02,1.64823993,12.97091223
0,6,3,19,12,600,60.426,104.5965,91.8952,4.9825,27,1.8942363,0,0,0.63141741,2.10E-01,0,2.63E-01,12.04952634
0,7,3,26,2,100,48.4494,52.9913,84.6061,3.1991,26,2.9339874,0,0.25512957,3.76315452,1.21186413,3.19E-01,2.55E-01,14.73369948
0,9,2,18,16,800,106.2804,30.0755,62.9484,7.4413,19,3.1887612,5.21E-01,1.3666347,4.55536935,1.10630664,1.04122728,3.57922143,13.86134082
0,3,2,17,8,540,152.7588,19.1837,90.88,12.68,8,4.5731844,0,0,38.23170795,1.28049057,1.83E-01,12.07317177,9.14634225
0,7,5,30,8,600,72.9954,46.0221,66.4706,3.625,27,5.0182686,0,1.4436297,5.98065831,2.0622978,0,2.61224388,18.69815079
0,5,3,35,20,800,53.6736,57.2152,84.8553,2.9245,16,4.3214904,0,0,6.63297588,0.90449478,0,0.90449478,15.97944672
1,6,7,22,16,20000,248.049,37.8795,45.376,4.756,21,8.100936,0,0,125.8640345,2.07468072,0,1.08673929,24.69859416
1,8,10,23,16,150,133.6044,34.1933,54.608,5.6331,32,3.5569566,3.81E-01,0.9315864,19.56316041,2.62535958,0.55047708,1.56674736,20.19832668
0,7,5,22,8,600,141.075,40.0853,46.0426,5.1915,40,6.81273,1.16452548,2.2125708,22.47532902,2.62018233,0,1.63033461,24.62969691
1,6,5,18,20,500,127.6164,32.185,51.5956,5.7341,25,4.501818,0,0,11.94540786,1.47089124,0.62401527,1.56003552,20.28044583
0,8,3,27,8,50,84.489,76.7712,73.5307,3.7949,29,3.3578316,0,0,24.21369558,1.41774876,1.12E-01,2.08931508,17.64726993
1,4,3,18,28,600,136.7316,33.3171,44.3489,5.4949,29,3.9762342,0,0,11.65122855,1.94187231,2.77E-01,6.61160844,22.7938653
1,6,2,16,28,300,89.748,35.0108,52.8128,4.3422,19,3.2351175,0,0,6.87457026,2.52741663,3.03E-01,3.23509095,18.90507087
0,10,4,22,12,600,141.018,22.5537,54.1296,7.8845,31,4.4236017,0.60533469,1.1641113,16.43717934,2.2350852,4.66E-02,5.30832204,16.53030612
1,6,5,16,20,780,124.6896,20.4384,56.3276,5.8259,20,4.1413221,1.16656983,2.3331609,28.28935953,3.26639871,5.25E-01,1.86651279,17.09027217
0,7,2,28,4,450,45.1164,65.8231,83.6486,2.9932,16,2.5869789,0,0.554364,5.72835366,1.75546476,3.70E-01,4.62E-01,13.67413677
0,6,6,19,8,400,70.9998,58.4487,76.3834,4.7987,40,3.1113414,0,0,4.50917235,0.99201951,0.63128466,2.57022585,14.11370388
1,6,6,22,36,2000,257.811,28.9851,56.3852,11.7259,15,3.0658347,0,0.6922647,101.1720566,1.58235876,1.98E-01,2.47243689,13.35115071
1,10,4,27,16,300,165.6168,21.4459,45.7883,6.4752,22,5.634441,0.8974962,5.684355,22.83635061,2.79221571,4.78665702,4.38776982,23.08565511
1,6,6,16,24,730,184.503,15.2665,34.0229,6.4543,15,2.9836359,0,0,12.68050833,2.46150891,2.98E-01,3.0582414,26.10692829
0,3,4,19,30,200,56.8998,74.9153,110.9333,4.5333,16,2.6977986,0,0,10.25166123,0.89926974,0,2.87765892,10.79122095
1,7,7,16,28,582,193.5834,30.8731,32.1288,5.4528,25,8.658486,0.84769902,2.3009292,40.14470448,3.75410628,1.21E-01,1.75595328,28.21633641
1,5,1,24,6,750,155.0778,23.814,42.1313,4.9846,20,6.02154,0,0,20.31002784,1.83709008,2.04E-01,1.83709008,26.43365259
1,5,7,17,42,300,93.6078,41.8261,59.2865,4.0757,15,4.0619376,0,0,14.3236188,2.13785379,3.21E-01,0,19.77514092
1,5,10,21,8,400,67.869,50.1754,73.6643,3.4685,16,4.955292,2.61E-01,0.19560447,3.52087515,1.49963427,6.52E-02,3.26E-01,18.64759428
1,7,4,22,42,2800,190.7448,41.6515,53.1774,6.0189,26,12.314421,0,0.09054612,49.43830365,2.62584279,0,1.62983547,23.99478021
1,5,6,22,42,1200,192.6966,18.3043,42.282,5.7722,31,4.1348439,0,0,43.80671943,4.13481735,2.06741133,2.06741133,25.75879938
1,4,3,29,28,900,99.1128,27.2653,51.4865,5.3919,15,6.655023,0,0.34423668,7.22901807,1.14746445,0.57372957,2.86865847,16.98245262
1,5,3,25,10,600,106.2276,30.3886,57.3019,5.5283,20,4.4255664,0,0,6.2979255,1.61703306,1.1063916,0.76596219,18.04270032
1,8,5,22,14,350,87.9756,32.8182,65.2816,4.4369,21,2.5892091,1.07882739,0,15.04967634,3.23648748,3.24E-01,2.26554336,16.66792008
0,6,0,16,14,730,92.43,35.3474,69.822,7.5707,20,9.30312,0,0,4.71194532,1.44983178,1.81E-01,2.29556079,11.53822644
0,7,0,20,30,250,106.068,37.3701,55.3725,5.3098,20,5.659398,0,0,10.0455642,4.24E-01,7.07E-02,1.20264066,18.03956742
1,5,3,22,12,500,103.4364,45.4662,54.0128,4.2885,25,7.319835,0,1.3071096,15.81602085,2.6142192,0.78426576,2.09137536,20.39090445
0,5,0,20,2,500,136.6464,27.7647,60.6784,8.9708,25,11.434554,0,0,11.27145735,1.55186874,0.73509516,5.30901765,13.96680804
0,5,4,33,6,300,57.5424,57.9344,76.6857,2.7306,23,4.6048851,0.57560931,0.50365881,9.49756158,1.29511962,0,4.32E-01,17.62804773
0,10,5,27,12,500,100.7694,52.2909,69.7885,5.3867,26,4.3540407,0,5.31E-02,6.5841345,1.22125221,3.72E-01,0.95576283,17.57539908
0,4,1,18,36,800,82.8966,52.64,72.0952,5.0476,20,4.537926,0,3.4825635,16.99081587,1.6885269,1.05533064,2.11066128,13.29716394
0,7,1,19,16,300,103.629,50.6633,62.7368,5.5313,22,6.778215,2.91830697,4.0479723,10.54355724,2.35347165,4.71E-02,2.77709814,18.78071598
1,7,4,22,28,1000,134.0784,28.7722,52.3077,5.85,25,5.634972,0,0,21.20931882,2.19136797,2.6609472,3.13052643,20.34842445
0,7,3,17,12,400,114.2796,38.3406,66,6.213,19,6.969906,0,0,16.98539436,1.15040619,2.71E-01,2.30081238,15.56430561
0,6,1,19,4,200,75.7914,83.3099,74.6526,4.4596,22,2.199933,0,1.3499613,14.59945206,0.79997274,3.50E-01,0.69997482,14.24946465
0,6,1,18,10,500,104.1048,25.1774,72.1053,7.8083,19,3.7981368,3.13347348,5.0325525,13.62585294,2.27888739,0,0.85458078,12.62884203
0,9,4,23,10,650,72.618,42.8539,77.5238,5.4286,33,2.7360306,0.96131178,1.99656,5.61998718,1.92262887,0.66552354,5.69393424,13.19957676
1,8,6,18,30,220,156.972,22.4687,52.9815,5.5532,26,4.5855036,1.35693333,0.46790658,47.25864423,3.0881898,10.48112757,3.83684139,20.21359824
1,7,7,19,10,553,131.5122,24.5972,48.6404,4.941,31,9.888282,0.74502486,3.7928799,18.21925782,2.30280894,1.15140447,3.11556285,24.11173296
0,10,4,17,12,670,106.9536,51.1652,78.659,7.1676,27,8.757252,1.37846538,1.4595597,10.41955812,2.03E-01,0.68923269,1.37846538,14.02788366
1,6,5,24,8,800,75.6648,42.81,67.0714,3.7714,21,4.076487,0,1.0661418,12.04138611,1.56788901,4.39E-01,0.94073553,17.56035585
1,5,7,22,20,1200,120.1206,25.2881,49.3483,5.1966,17,6.211638,0,0,11.48538663,2.81274948,0.70318737,0.82038438,20.86121646
0,4,3,26,12,1008,135.3366,25.2558,48.8494,6.0347,18,3.0381165,0,0,21.19257639,0.81510093,2.22299964,1.03739877,19.1918799
1,8,4,21,2,200,65.238,44.8804,59.0095,3.8381,20,3.7474263,0,0,3.44149596,1.07068716,3.82E-01,1.30012164,16.06031802
0,6,1,21,8,600,96.3282,42.7593,75.7235,6.1982,20,6.227568,0,0.07076637,1.27378935,2.83E-01,2.12E-01,0.99072387,15.35622795
0,10,7,28,12,700,80.3766,36.2232,67.7327,4.343,29,3.5862147,1.61E-01,0.52382619,6.00386832,1.20883212,1.16853984,1.24912971,18.09220014
0,5,2,23,20,140,97.4982,35.6712,89.7415,7.7415,11,5.831973,0,0,9.64210509,2.17724868,3.89E-01,2.17724868,11.43056088
1,8,4,23,8,1000,133.2948,33.6301,50.7205,7.1758,23,7.595955,1.07060751,5.149107,12.13353054,2.39611626,0.66275703,6.11774658,17.69048271
1,7,7,21,20,1500,170.7486,27.7895,43.0667,6.5952,16,5.416731,0,0.09672696,36.85350276,1.93456575,3.87E-01,1.06401249,20.31295365
0,8,3,23,10,600,88.8612,35.7076,58.4583,4.8542,29,3.7042029,1.94244048,2.1682854,8.08597242,1.49070816,0,9.03E-02,17.34644781
1,8,3,20,6,450,155.5416,43.7286,51.8861,7.6655,17,8.367498,0.5705064,0.5705064,21.48899121,2.7891306,6.34E-02,1.71151389,17.81241093
1,9,4,24,36,2000,165.2772,32.4492,40.7131,5.5702,27,6.509529,1.14146946,8.360595,32.51650185,3.33186039,0.98721927,2.19039093,26.13043035
1,7,4,22,4,200,111.9126,14.5405,44.5381,5.2108,15,4.5827424,0,0.5611608,5.33094795,1.77698088,0,0.93525561,20.85617196
0,7,6,25,4,330,66.7788,52.1457,78.9194,4.8427,21,2.8884807,0,0.9978552,5.67195615,1.99568916,0.73525446,1.94316795,13.02449013
0,5,3,25,30,2200,93.9396,44.4118,79.0725,8.1739,11,5.47992,0,0,13.4885682,0.98353944,0,3.23163414,9.69490773
0,8,7,22,8,300,113.6742,34.5286,63.8587,4.212,27,4.8704382,0,1.6741899,37.23859458,2.73962547,3.04E-01,1.6234794,18.67002903
0,6,4,31,8,730,67.8468,66.1034,75.2479,4.2735,20,2.4823188,0,0.6017823,4.58848251,0.75220929,0,1.35397566,8.80085772
1,7,4,22,12,700,154.1286,21.0385,42.6581,6.738,21,10.898244,0,0.13794849,10.76015745,1.03463226,1.03463226,1.44848304,21.5892918
0,6,0,20,8,100,78.525,35.7186,60.28,4.75,15,4.4833923,0,0.5811795,0.66420666,1.66E-01,8.30E-02,3.9022128,16.6051665
1,6,5,25,6,300,107.7252,29.3259,54.3111,4.7194,24,4.928211,4.53E-01,0.22658301,5.83454304,1.35950337,1.13E-01,1.86932178,20.3925771
1,8,8,17,42,1800,149.19,26.7317,57.9029,7.3932,20,5.2052868,1.09971162,1.6862436,39.66297597,2.56599909,5.13E-01,3.15250983,15.10272324
1,6,6,17,14,1000,122.3022,56.3863,55.6025,4.9596,23,10.762839,0,0.13046139,10.95867711,1.36983663,0,3.26E-01,21.0041298
1,4,3,19,12,500,91.7808,29.1465,52.8608,4.2911,14,4.833693,0,0,11.20004316,0.58947372,4.72E-01,4.72E-01,18.62744283
1,8,8,22,36,1200,99.9396,38.9722,65.827,4.1765,20,4.1341536,0.93957795,1.3153932,27.24779241,2.69346033,1.44068796,3.82095387,18.10255995
0,3,3,19,16,600,73.3116,65.4634,67.4286,8.381,10,4.0478661,0,0,4.04787141,0.60718257,0,3.84548076,8.50053474
0,3,2,35,14,50,32.8884,9.9355,128.5,7.2812,7,2.5008507,0,0,2.94E-01,0.58843296,0,1.47107709,4.70744775
1,9,4,20,20,1000,175.2834,19.4848,37.4579,6.1075,25,3.6183933,1.57987368,0.9683316,40.00643208,4.12805241,0.71348877,1.47794292,21.81242331
1,10,8,19,36,1500,184.6338,30.7126,32.7738,3.9557,40,11.553498,5.00E-01,0.44437266,42.10406262,4.94361531,1.05537843,6.05454165,33.8832162
0,6,4,19,20,600,108.4356,31.1944,54.3391,5.0381,21,5.993397,0,0,11.56832352,1.81190475,0,2.99661354,20.1400335
1,7,1,19,28,900,168.96,24.1782,60.2167,7.5025,18,6.12774,0.6052338,1.588752,56.28654693,2.79919836,0.90784539,1.21046229,15.35775192
1,3,5,18,20,650,124.7178,46.1266,87.2,7.375,17,3.5567973,0,0,30.55626756,3.39513966,1.13171499,0.64669428,12.93386967
0,6,6,18,2,200,78.2244,48.5638,86.24,5.5733,22,10.044396,0,0,10.29133755,1.15263108,0,2.96390394,12.34960506
0,6,3,26,18,936,102.1854,40.6307,51.9669,4.0207,14,4.6717911,0,0.705168,17.10060012,1.58665455,0,0.79332462,21.33167184
0,8,2,22,6,730,62.2398,42.065,58.332,3.5709,23,4.2541596,0,0.47268558,4.86189441,4.05E-01,0.81031662,1.21547493,16.67900205
0,2,2,20,16,450,56.5518,24.5882,78.6087,5.8986,5,3.9203199,0,0,1.62219969,0.8111025,0,0.54073323,9.32764689
1,8,5,17,28,400,133.305,27.4051,57.2114,4.3817,39,6.282792,0.72747,0.26453358,42.12711333,2.57921037,4.63E-01,0.66133395,20.9643579
1,10,6,28,10,400,135.4368,37.9968,50.5143,4.0762,30,5.522931,0.56533977,0.26092278,25.35322158,3.392028,3.91E-01,1.00021284,27.39713616
1,10,5,17,24,850,215.706,22.2445,35.5887,5.2481,36,5.828256,0.71366931,2.3392674,52.21663902,3.64763016,2.38E-01,2.65642839,30.84627852
1,8,5,17,20,700,122.451,34.8468,47.9171,3.9197,27,6.742638,1.28111184,2.0227914,21.64402197,3.64105107,0,2.02280733,26.02676853
0,5,5,18,28,500,95.0922,31.9675,64.5806,6.4355,13,3.3395121,0,0,8.72575839,1.07725563,1.1849796,1.40043285,13.35794751
1,5,5,26,6,350,163.2738,36.8161,52.88,5.02,25,3.8037123,0,0,58.8898116,1.15470198,6.79E-02,1.83394125,20.37709845
0,9,7,18,10,300,99.705,53.4111,63.314,4.7384,24,5.675859,0.991908,0.27553059,11.90286414,1.59807105,5.51E-02,2.58997374,18.95641326
0,4,2,17,14,243,52.3722,75.9236,77.2152,3.3797,16,3.5863209,0,0.27587043,2.9426427,1.10349234,1.84E-01,4.60E-01,14.52930165
0,8,6,25,12,280,95.754,46.4818,71.0485,4.0655,21,2.7523854,0,1.4377887,26.78415507,2.50587927,0,4.52E-01,16.92495594
1,4,6,18,20,700,173.2314,17.592,34.6933,4.91,18,5.1977997,0,0,38.89387557,3.31584012,0,1.07540775,26.8851672
1,9,3,18,20,500,82.0194,55.604,75.3026,4.2533,23,3.9059829,1.13924988,1.5732468,12.96577215,1.62750438,0,1.19350215,16.49203164
0,9,2,19,30,1000,99.207,42.3676,66.5201,4.9231,35,5.915871,0.60502671,1.2100428,8.40317589,0.73948122,0,2.69E-01,18.35253351
0,4,7,20,8,200,65.9718,55.4754,65.9187,3.5447,12,6.58971,0,0,2.80418445,1.54230012,0,0.56083689,17.24572242
1,9,4,23,28,900,124.1148,26.1898,48.3789,5.2489,29,5.3045838,1.11675672,1.1633148,14.79704778,2.37311334,1.44247743,2.69883405,21.12534648
0,9,7,21,8,450,130.9572,48.2881,72.4388,4.8101,23,6.792552,1.7313786,0,56.46952422,2.79684072,0,3.33E-01,15.7821696
0,5,3,20,20,400,119.1078,25.8125,56.3614,5.0966,23,2.2660956,0,0,15.1703514,2.52E-01,6.29E-02,3.46211469,20.20614831
1,9,5,17,42,1320,91.5216,41.4286,85.4393,6.7155,20,5.1222384,4.18E-01,1.6202934,10.92399219,1.98617895,0,3.34514601,12.49202457
1,7,3,23,8,4000,142.7916,23.2822,45.4627,5.0616,23,3.6382527,0,1.7736462,21.51104895,2.91058623,2.36485098,2.00102571,24.37615503
0,8,5,24,10,300,61.2018,46.7241,75.6447,2.7077,23,4.104099,1.50657444,1.7143866,14.54623524,2.12998437,5.20E-02,2.60E-01,18.13084632
1,5,1,19,20,730,136.7616,22.7273,56.423,6.565,18,3.6412263,0,0,15.9441246,0.60686928,0,0.66204018,18.26126523
0,5,2,24,14,300,91.221,34.9371,78.1944,6.1667,15,3.8447586,0,0,6.24773538,1.05731127,0.76895172,1.05731127,13.84114158
1,7,6,19,56,2000,186.2586,28.3253,44.5285,7.1532,24,7.464267,0,0.06911496,21.42578097,3.24842436,0.76026987,4.07780919,23.01543567
1,3,5,19,16,730,183.4848,29.6047,38.0578,8.0289,20,4.1192325,0,0,26.05124232,3.22857027,1.22462937,1.89261144,19.26010809
1,7,5,19,24,1000,132.9258,24.9762,45.1207,4.9052,20,3.9891906,0,0,15.06435318,1.31222844,0,1.57466988,24.35490972
1,6,4,22,42,1460,134.2086,36.6267,53.7248,6.3716,19,10.897713,0,0,21.21271722,3.16111203,1.0814346,2.32924212,18.13479165
1,5,5,20,28,800,230.0214,42.1138,54.5161,10.1935,17,11.340567,0,0,89.63405847,1.19948121,1.19948121,1.52661438,13.5214371
1,3,3,20,28,450,99.5286,37.7049,62.1935,7.371,11,4.4129817,0,0,7.22121768,0.60176637,2.01E-01,1.20353805,12.43653507
0,3,3,24,10,300,54.045,63.2248,96.2462,4.5538,11,2.512161,0,0,1.97384382,3.59E-01,8.97E-02,0.98692191,11.6636274
1,7,3,22,6,200,76.611,37.7215,60.521,4.0546,16,2.6526636,0,1.0142631,2.65265829,1.63840581,4.68E-01,4.68E-01,18.56861865
1,5,5,21,16,780,103.1706,44.8,60.3831,5.433,16,2.9768922,0,0,10.45223586,0.92614896,1.32E-01,3.17536407,17.26603317
1,8,5,25,14,730,112.9272,23.6313,52.4874,5.1908,26,3.3722217,0,0.38539449,6.31087659,2.02333302,4.82E-02,1.45E-01,20.95596279
1,9,5,20,28,400,136.3812,37.4355,51.3461,5.1878,34,5.360445,1.73049183,9.116739,20.25944478,3.33436671,1.27E-01,1.64607876,24.26912667
0,3,3,17,6,450,146.9388,44.4848,74.44,8.03,15,4.3524477,0,0,32.20819794,0.5803299,8.12459205,7.68934197,14.5081944
1,4,3,21,16,400,173.0568,26.459,52.7154,7.2276,10,2.9359521,0,0,41.98440708,0.58719573,0,1.47E-01,18.0562302
1,6,7,24,16,450,208.695,20.6966,37.3408,9.7318,18,7.47117,0,1.4270625,62.4547863,4.1132853,2.09861289,3.35778381,15.02608401
1,8,5,21,36,1200,164.5494,27.0868,51.4182,8.3045,27,9.753939,0.54623439,0.7803576,29.8866978,4.36985919,1.56E-01,7.25708142,17.16729372
0,6,3,22,12,1000,62.943,55.609,84.1791,5.1493,14,5.545764,2.16189747,0,1.59792768,0.93995496,0,1.31594013,12.59541027
0,7,7,21,14,250,82.374,34.0136,75.1186,5.4136,17,3.1401216,0,0.42819309,7.89782319,2.23613127,0,0.71365869,14.0352858
0,4,0,21,4,100,59.3184,60.5747,81.0743,4.2229,16,1.8835101,0,0,2.56157586,1.28078793,0,5.27E-01,13.18459194
1,6,3,18,56,1650,184.2078,20.8924,54.3175,7.4087,24,7.458426,1.82652318,6.621039,50.38152957,2.05483725,1.52E-01,7.07776803,19.17846684
1,8,5,23,56,1200,100.1874,45.4872,71.2204,6.5623,27,10.013067,1.35854757,1.1069757,10.96899444,1.96234236,1.01E-01,3.82405491,15.74906175
1,7,4,19,20,425,117.318,34.0136,50.4542,5.6644,21,4.1893245,0,1.777257,12.82179681,3.2371884,2.47549545,1.84075398,18.72489726
0,3,1,16,20,100,30.9402,73.5385,141.3939,2.5303,9,3.3616017,0,0,3.86584992,0.67232034,0,1.17656325,11.09331747
0,3,4,24,14,700,79.2696,32.4275,72.303,4.6894,12,2.908818,0,0,6.54478209,2.06039682,2.42E-01,1.57559382,15.99835563
0,6,5,34,8,200,58.9332,21.7714,84.507,6.507,15,4.9555575,0,0.589941,5.19153921,1.06190442,0.82592802,4.72E-01,8.37725778
0,6,3,21,4,100,66.3678,46.7053,69.3462,4.2212,13,5.0183748,0,0.9758187,6.55177005,1.67279337,6.97E-02,1.46369088,14.49753192
0,6,2,35,4,150,47.6058,69.5172,67.0769,3.4103,16,5.366817,0,0,2.74041135,1.14183585,0,0,13.35949803
1,6,9,27,28,1300,191.2926,50.516,56.0067,4.0875,26,3.2196123,5.12E-01,0.47562201,103.6491981,2.37811536,3.66E-02,1.28052243,21.73230603
1,9,7,20,28,1500,186.4278,30.3585,47.5259,5.2112,34,4.6472058,0,0.24204042,69.36905412,1.64588229,2.90449566,1.30702464,22.46143806
1,7,2,21,6,200,111.5274,40.8108,60.3367,5.1785,28,4.753512,1.60681662,1.0711863,9.8417664,1.47291966,0,2.68E-01,19.88438355
1,7,10,22,84,800,250.299,28.0091,43.1273,5.1636,28,4.5063846,0,3.8089692,132.2403515,6.3303696,1.18023777,1.82400624,23.60477133
0,5,6,23,12,450,142.5444,33.0233,54.2462,8.2462,19,3.7286289,0,0,21.46778307,1.24287453,3.39E-01,7.23125358,14.68848483
1,8,6,23,42,2000,249.3198,39.2662,50.5376,6.7563,26,4.1151438,0,0,126.9822355,1.24107975,2.61E-01,3.78856287,18.22430232
1,10,3,22,14,1000,136.4202,42.49,59.3815,7.1122,24,9.27126,2.27E-01,0.8635122,10.5890958,2.68135884,0.59080653,7.95318525,18.22415364
0,3,5,20,24,1145,174.627,49.3034,62.3556,5.5778,18,4.4317791,0,0,83.8343331,1.84657374,1.85E-01,3.13917111,16.61914242
0,2,3,22,20,700,94.0836,22.9313,59.7576,6.8636,17,3.6465894,0,0,4.48811289,1.12202955,0,2.2440591,18.51346899
1,8,4,20,12,700,91.773,26.9463,59.8447,4.0388,14,6.410232,0.5417262,0.36114903,20.13415533,2.61834507,2.71E-01,4.51E-01,18.59926797
1,7,4,25,8,350,86.4678,47.4885,68.7245,5.3929,34,9.980145,0.93692295,5.45868,5.49933867,1.09987092,0,0.93692295,15.96845502
0,9,4,17,16,650,80.6232,38.5815,66.9936,5.7962,26,3.1538214,1.82122911,1.7323875,4.04224812,1.55470959,3.55E-01,1.46586798,13.94796816
0,5,4,29,10,366,72.7032,57.6752,64.7458,5.322,9,8.913366,0,0,4.40017929,1.01542599,0,0.67695066,13.31335944
0,6,10,18,8,500,154.7022,21.8165,35.8018,5.5736,42,5.714622,3.07E-01,0,11.50645671,2.60812863,3.45E-01,1.15E-01,25.54433379
0,5,4,24,28,600,69.9984,53.2063,67.685,4.3701,12,2.4943194,2.08E-01,0.7275231,13.19913072,1.14323238,3.12E-01,0.62357985,13.19913072
0,7,1,23,4,800,63.7386,53.6364,89.2613,6.4595,13,6.368814,0,0,2.56530348,2.65E-01,0,2.65376277,9.81891747
1,7,3,19,14,600,129.6288,35.3605,44.2576,3.9898,31,10.413441,0,0.37190178,14.31818136,1.7665308,0.92975445,2.69627994,27.42768459
1,5,3,24,6,700,72.459,28.3448,82.8376,5.8803,17,5.0007987,0,1.1460042,2.70875844,5.21E-01,3.13E-01,3.13E-01,12.18941298
0,6,2,22,4,400,158.3544,41.6596,65.4134,5.7668,23,6.734142,0,0,66.36893598,1.94132007,0,1.94132007,17.16856281
0,11,6,23,10,300,80.2752,77.0256,70.7574,5.2834,58,6.158007,2.49057054,6.007203,5.41903554,1.27265301,4.65E-01,4.79E-01,16.07921631
1,6,4,20,20,1260,187.6308,21.08,45.7166,6.5928,31,4.654746,1.22E-01,0.16332498,57.69431289,6.32881908,3.103164,0.85745349,20.45637144
0,4,2,17,30,450,72.2124,55.9683,77.3543,4.7874,15,5.919057,0,0.5285043,8.98459434,3.17E-01,0,1.0570086,13.42404108
0,8,1,20,6,400,93.567,56.4575,59.6608,4.348,20,9.358875,1.13442309,0.8508213,9.58586157,1.53146772,2.84E-01,1.98523908,19.39860882
1,7,4,21,12,450,147.588,40.678,47.2901,4.7268,29,8.516178,0,0,25.54914996,3.23763444,0.63345114,1.33728102,24.98608287
0,5,3,22,12,100,67.8552,34.069,76.3014,4.7466,16,3.9335949,0,0,3.1843539,0.93657249,4.68E-01,2.43509166,13.67398278
1,7,5,17,10,300,156.7506,35.1837,48.8448,4.7379,26,5.1417261,0,2.5124265,46.97667261,2.57086305,3.51E-01,6.19344063,22.96247904
1,7,4,22,20,800,155.4156,36.6874,46.5124,7.6488,32,7.186554,4.79107494,3.8824065,10.61471124,2.43683865,0,3.84112125,19.99035522
